"TNAME"	"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"NUMOCC"	"otufin"	"otufin2"
"ECCLISOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ECCLISOCOSMOECUS"	NA	4	"DICOSMOECINAE"	"DICOSMOECINAE"
"ECCLISOMYIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ECCLISOMYIA"	NA	12	"DICOSMOECINAE"	"DICOSMOECINAE"
"ONOCOSMOECUS.UNICOLOR"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ONOCOSMOECUS"	"ONOCOSMOECUS.UNICOLOR"	1	"DICOSMOECINAE"	"DICOSMOECINAE"
"ONOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ONOCOSMOECUS"	NA	7	"DICOSMOECINAE"	"DICOSMOECINAE"
"DESMONA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"CHILOSTIGMINI"	NA	"DESMONA"	NA	1	"CHILOSTIGMINI"	"CHILOSTIGMINI"
"PSYCHOGLYPHA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"CHILOSTIGMINI"	NA	"PSYCHOGLYPHA"	NA	13	"PSYCHOGLYPHA"	"CHILOSTIGMINI"
"HYDATOPHYLAX.HESPERUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"STENOPHYLACINI"	NA	"HYDATOPHYLAX"	"HYDATOPHYLAX.HESPERUS"	4	"LIMNEPHILINAE"	NA
"HYDATOPHYLAX"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"STENOPHYLACINI"	NA	"HYDATOPHYLAX"	NA	2	"LIMNEPHILINAE"	NA
"PHILOCASCA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"STENOPHYLACINI"	NA	"PHILOCASCA"	NA	1	"LIMNEPHILINAE"	NA
"PSEUDOSTENOPHYLAX.EDWARDSI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"PSEUDOSTENOPHYLACINAE"	NA	NA	"PSEUDOSTENOPHYLAX"	"PSEUDOSTENOPHYLAX.EDWARDSI"	1	"LIMNEPHILIDAE"	NA
"PSEUDOSTENOPHYLAX"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"PSEUDOSTENOPHYLACINAE"	NA	NA	"PSEUDOSTENOPHYLAX"	NA	1	"LIMNEPHILIDAE"	NA
"LIMNEPHILIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	NA	NA	NA	NA	NA	22	"LIMNEPHILIDAE"	NA
"NEOPHYLAX.OCCIDENTALIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"NEOPHYLAX"	"NEOPHYLAX.OCCIDENTALIS"	4	"NEOPHYLAX"	"NEOPHYLAX"
"NEOPHYLAX.RICKERI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"NEOPHYLAX"	"NEOPHYLAX.RICKERI"	53	"NEOPHYLAX"	"NEOPHYLAX"
"NEOPHYLAX.SPLENDENS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"NEOPHYLAX"	"NEOPHYLAX.SPLENDENS"	56	"NEOPHYLAX"	"NEOPHYLAX"
"NEOPHYLAX"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"NEOPHYLAX"	NA	18	"NEOPHYLAX"	"NEOPHYLAX"
"OLIGOPHLEBODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"OLIGOPHLEBODES"	NA	18	"THREMMATINAE"	NA
"FARULA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"UENOINAE"	NA	NA	"FARULA"	NA	1	"UENOIDAE"	NA
"NEOTHREMMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"UENOINAE"	NA	NA	"NEOTHREMMA"	NA	24	"UENOIDAE"	NA
"UENOIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	NA	NA	NA	NA	NA	6	"UENOIDAE"	NA
"DOLOPHILODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"PHILOPOTAMOIDEA"	"PHILOPOTAMIDAE"	"PHILOPOTAMINAE"	NA	NA	"DOLOPHILODES"	NA	8	"PHILOPOTAMINAE"	"PHILOPOTAMINAE"
"WORMALDIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"PHILOPOTAMOIDEA"	"PHILOPOTAMIDAE"	"PHILOPOTAMINAE"	NA	NA	"WORMALDIA"	NA	159	"WORMALDIA"	"PHILOPOTAMINAE"
"PHILOPOTAMIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"PHILOPOTAMOIDEA"	"PHILOPOTAMIDAE"	NA	NA	NA	NA	NA	4	"PHILOPOTAMIDAE"	NA
"RHYACOPHILA.ALBERTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.ALBERTA"	4	"RHYACOPHILA"	NA
"RHYACOPHILA.ANGELITA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.ANGELITA"	68	"RHYACOPHILA"	NA
"RHYACOPHILA.ARNAUDI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.ARNAUDI"	10	"RHYACOPHILA"	NA
"RHYACOPHILA.BETTENI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.BETTENI"	204	"RHYACOPHILA.BETTENI"	"RHYACOPHILA.BETTENI"
"RHYACOPHILA.BLARINA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.BLARINA"	32	"RHYACOPHILA"	NA
"RHYACOPHILA.BRUNNEA/VEMNA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.BRUNNEA/VEMNA"	144	"RHYACOPHILA.BRUNNEA/VEMNA"	"RHYACOPHILA.BRUNNEA/VEMNA"
"RHYACOPHILA.COLORADENSIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.COLORADENSIS"	1	"RHYACOPHILA"	NA
"RHYACOPHILA.GRANDIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.GRANDIS"	13	"RHYACOPHILA"	NA
"RHYACOPHILA.HYALINATA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.HYALINATA"	92	"RHYACOPHILA.HYALINATA"	"RHYACOPHILA.HYALINATA"
"RHYACOPHILA.IRANDA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.IRANDA"	9	"RHYACOPHILA"	NA
"RHYACOPHILA.LIEFTINCKI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.LIEFTINCKI"	5	"RHYACOPHILA"	NA
"RHYACOPHILA.MALKINI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.MALKINI"	7	"RHYACOPHILA"	NA
"RHYACOPHILA.NARVAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.NARVAE"	69	"RHYACOPHILA"	NA
"RHYACOPHILA.NEVADENSIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.NEVADENSIS"	2	"RHYACOPHILA"	NA
"RHYACOPHILA.ORETA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.ORETA"	1	"RHYACOPHILA"	NA
"RHYACOPHILA.PELLISA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.PELLISA"	1	"RHYACOPHILA"	NA
"RHYACOPHILA.PELLISA/VALUMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.PELLISA/VALUMA"	3	"RHYACOPHILA"	NA
"RHYACOPHILA.ROTUNDA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.ROTUNDA"	1	"RHYACOPHILA"	NA
"RHYACOPHILA.SIBIRICA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.SIBIRICA"	10	"RHYACOPHILA.SIBIRICA"	"RHYACOPHILA.SIBIRICA"
"RHYACOPHILA.VAGRITA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.VAGRITA"	3	"RHYACOPHILA"	NA
"RHYACOPHILA.VALUMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.VALUMA"	16	"RHYACOPHILA"	NA
"RHYACOPHILA.VERRULA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.VERRULA"	8	"RHYACOPHILA"	NA
"RHYACOPHILA.VOFIXA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	"RHYACOPHILA.VOFIXA"	27	"RHYACOPHILA"	NA
"RHYACOPHILA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	NA	70	"RHYACOPHILA"	NA
"RHYACOPHILIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	NA	NA	1	"RHYACOPHILIDAE"	NA
"HELICOPSYCHE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"SERICOSTOMATOIDEA"	"HELICOPSYCHIDAE"	NA	NA	NA	"HELICOPSYCHE"	NA	2	"SERICOSTOMATOIDEA"	NA
"HELICOPSYCHIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"SERICOSTOMATOIDEA"	"HELICOPSYCHIDAE"	NA	NA	NA	NA	NA	1	"SERICOSTOMATOIDEA"	NA
"GUMAGA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"SERICOSTOMATOIDEA"	"SERICOSTOMATIDAE"	NA	NA	NA	"GUMAGA"	NA	13	"GUMAGA"	"GUMAGA"
"OROHERMES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"NEUROPTERIDA"	"MEGALOPTERA"	NA	NA	NA	"CORYDALIDAE"	"CHAULIODINAE"	NA	NA	"OROHERMES"	NA	11	"MEGALOPTERA"	"MEGALOPTERA"
"CORYDALIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"NEUROPTERIDA"	"MEGALOPTERA"	NA	NA	NA	"CORYDALIDAE"	NA	NA	NA	NA	NA	3	"MEGALOPTERA"	"MEGALOPTERA"
"SIALIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"NEUROPTERIDA"	"MEGALOPTERA"	NA	NA	NA	"SIALIDAE"	NA	NA	NA	"SIALIS"	NA	11	"SIALIS"	"MEGALOPTERA"
"GERRIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"PARANEOPTERA"	"HEMIPTERA"	"HETEROPTERA"	"GERROMORPHA"	"GERROIDEA"	"GERRIDAE"	"GERRINAE"	NA	NA	"GERRIS"	NA	1	"HETEROPTERA"	NA
"GERRIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"PARANEOPTERA"	"HEMIPTERA"	"HETEROPTERA"	"GERROMORPHA"	"GERROIDEA"	"GERRIDAE"	NA	NA	NA	NA	NA	1	"HETEROPTERA"	NA
"CORIXIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"PARANEOPTERA"	"HEMIPTERA"	"HETEROPTERA"	"NEPOMORPHA"	"CORIXOIDEA"	"CORIXIDAE"	NA	NA	NA	NA	NA	3	"CORIXIDAE"	"CORIXIDAE"
"CAPNIIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"CAPNIIDAE"	NA	NA	NA	NA	NA	14	"CAPNIIDAE"	"CAPNIIDAE"
"DESPAXIA.AUGUSTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"LEUCTRIDAE"	"LEUCTRINAE"	NA	NA	"DESPAXIA"	"DESPAXIA.AUGUSTA"	92	"LEUCTRIDAE"	"LEUCTRIDAE"
"MOSELIA.INFUSCATA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"LEUCTRIDAE"	"LEUCTRINAE"	NA	NA	"MOSELIA"	"MOSELIA.INFUSCATA"	27	"LEUCTRIDAE"	"LEUCTRIDAE"
"MOSELIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"LEUCTRIDAE"	"LEUCTRINAE"	NA	NA	"MOSELIA"	NA	12	"LEUCTRIDAE"	"LEUCTRIDAE"
